station,date,max_Humidity,min_Humidity,max_Temperature,min_Temperature
91237,2017-03-31,82,42,18.3,7.8
91237,2017-04-01,90,30,18.1,9
91237,2017-04-02,89,27,19.3,3
91237,2017-04-03,90,33,20.6,5.3
91237,2017-04-04,94,42,20.1,6.5
91237,2017-04-05,91,42,22.1,9
91237,2017-04-06,96,54,22.3,7.6
91237,2017-04-07,97,43,23.4,8.5
91237,2017-04-08,88,60,20.8,14.7
91237,2017-04-09,95,74,16.2,12.2
91237,2017-04-10,86,45,17.4,9.1
91237,2017-04-11,95,45,19.9,4.6
91237,2017-04-12,92,51,18.3,9.1
91237,2017-04-13,93,57,18.1,10.1
91237,2017-04-14,96,33,18.7,7.7
91237,2017-04-15,93,52,16.5,4.3
91237,2017-04-16,94,55,18.9,10
91237,2017-04-17,96,42,18.7,4.9
91237,2017-04-18,96,53,20.2,3.7
91237,2017-04-19,96,42,23.4,6.5
91237,2017-04-20,96,43,24.8,8.2
91237,2017-04-21,96,44,25,7.7
91237,2017-04-22,95,81,19.8,14.3
91237,2017-04-23,95,89,16.5,13.6
91237,2017-04-24,97,83,18.1,12.8
91237,2017-04-25,98,60,18.6,9.4
91237,2017-04-26,93,38,13.5,5.4
91237,2017-04-27,93,44,14.5,1.2
91237,2017-04-28,97,61,17.8,6.3
91237,2017-04-29,97,38,20.6,7.3
91237,2017-04-30,96,71,15.2,6.9
91237,2017-05-01,95,71,16.3,8.2
91237,2017-05-02,86,30,14.8,2.8
91237,2017-05-03,95,42,15.3,-0.7
91237,2017-05-04,96,54,15.5,0.8
91237,2017-05-05,95,68,15.9,7.3
91237,2017-05-06,94,56,17.6,7.4
91237,2017-05-07,94,40,14.4,6.3
91237,2017-05-08,95,42,17.5,2.4
91237,2017-05-09,94,49,16.9,3.3
91237,2017-05-10,97,62,16.4,1.6
91237,2017-05-11,94,61,17.1,8.6
91237,2017-05-12,97,79,12.6,8.6
91237,2017-05-13,98,57,16.8,7.9
91237,2017-05-14,97,47,16.4,6.1
91237,2017-05-15,95,57,14.6,4.1
91237,2017-05-16,96,42,15.5,0.7
91237,2017-05-17,94,64,13.8,3
91237,2017-05-18,97,47,19.3,5.6
91237,2017-05-19,96,60,17.5,5.2
91237,2017-05-20,97,67,14.4,11.6
91237,2017-05-21,98,78,16.8,9.9
91237,2017-05-22,99,73,18,7.9
91237,2017-05-23,98,85,15.8,8.1
91237,2017-05-24,98,47,15.5,6.5
91237,2017-05-25,98,81,14.6,4.2
91237,2017-05-26,97,54,14.9,3.6
91237,2017-05-27,96,73,16,7.2
91237,2017-05-28,97,70,14,6.4
91237,2017-05-29,99,52,13.3,1.8
91237,2017-05-30,97,46,13.2,1.7
91237,2017-05-31,98,50,12.7,-1
91237,2017-06-01,98,48,15,0.5
91237,2017-06-02,98,58,15.2,0.7
91237,2017-06-03,97,55,17.1,2.4
91237,2017-06-04,97,68,14.2,3
91237,2017-06-05,98,60,14.2,6
91237,2017-06-06,98,46,12,2.3
91237,2017-06-07,95,59,12.3,0.8
91237,2017-06-08,95,63,13.2,5.5
91237,2017-06-09,99,55,15.3,0.5
91237,2017-06-10,98,71,13.5,2.1
91237,2017-06-11,98,75,13.8,6.1
91237,2017-06-12,96,59,15.2,4.7
91237,2017-06-13,98,71,14.1,2
91237,2017-06-14,98,76,13.8,6.2
91237,2017-06-15,97,75,15.6,6.7
91237,2017-06-16,98,98,8,6.1
91237,2017-06-19,96,74,14.7,9.6
91237,2017-06-20,99,73,14,5.5
91237,2017-06-21,95,42,12.1,2.3
91237,2017-06-22,95,67,10.5,3.5
91237,2017-06-23,98,57,12.6,5
91237,2017-06-24,98,58,11,-0.2
91237,2017-06-25,90,67,12.5,5.4
91237,2017-06-26,98,46,13.4,-0.7
91237,2017-06-27,98,71,10.2,-1.9
91237,2017-06-28,97,83,10.4,3.5
91237,2017-06-29,99,41,12.2,1.6
91237,2017-06-30,97,42,10.8,-1
91237,2017-07-01,96,63,9.9,-2.5
91237,2017-07-02,96,60,13.2,2.4
91237,2017-07-03,98,58,10.1,-2.4
91237,2017-07-04,98,93,11.4,5.7
91237,2017-07-05,99,59,13.4,1.5
91237,2017-07-06,98,59,13.8,1.7
91237,2017-07-07,99,78,9.7,2.2
91237,2017-07-08,99,80,11.5,1.9
91237,2017-07-09,99,82,10.3,3.1
91237,2017-07-10,98,42,14.3,2.2
91237,2017-07-11,99,48,12.6,-1.7
91237,2017-07-12,98,69,9.8,-1.7
91237,2017-07-13,98,67,13.1,-0.3
91237,2017-07-14,97,86,10.3,3.3
91237,2017-07-15,99,49,12,-0.4
91237,2017-07-16,98,73,11,1.1
91237,2017-07-17,94,72,10.9,7.7
91237,2017-07-18,97,89,12.2,5.6
91237,2017-07-19,99,43,14.6,3.7
91237,2017-07-20,96,52,11.1,0.2
91237,2017-07-21,99,59,12.4,1.4
91237,2017-07-22,98,79,12,3
91237,2017-07-23,94,64,13.5,4
91237,2017-07-24,98,58,11.4,0.1
91237,2017-07-25,98,78,13.9,3.6
91237,2017-07-26,98,44,11.9,1.4
91237,2017-07-27,98,75,12,-1.7
91237,2017-07-28,98,52,14.3,2.9
91237,2017-07-29,98,65,13.7,2.8
91237,2017-07-30,93,67,12.3,3.8
91237,2017-07-31,99,48,13,0.2
91237,2017-08-01,99,54,12.7,-1.3
91237,2017-08-02,99,47,14.2,-0.7
91237,2017-08-03,98,61,12,-1.3
91237,2017-08-04,97,69,12.8,3.1
91237,2017-08-05,97,60,13.4,7.4
91237,2017-08-06,96,79,11.4,7.3
91237,2017-08-07,99,66,12.3,2.6
91237,2017-08-08,99,47,15.1,1.5
91237,2017-08-09,99,63,15.5,0.4
91237,2017-08-10,98,43,16.9,8.8
91237,2017-08-11,94,55,13.5,6.8
91237,2017-08-12,94,52,12.2,3.4
91237,2017-08-13,97,64,11,0.1
91237,2017-08-14,98,33,16.9,4.7
91237,2017-08-15,98,82,12.9,1.1
91237,2017-08-16,96,61,12.8,7.8
91237,2017-08-17,92,60,12.3,4.5
91237,2017-08-18,98,42,12.1,0.4
91237,2017-08-19,96,35,12.4,-1.4
91237,2017-08-20,98,56,12.5,-1.8
91237,2017-08-21,98,70,11.3,3.2
91237,2017-08-22,98,80,12.3,2
91237,2017-08-23,97,74,12.4,5.7
91237,2017-08-24,98,48,12.9,0.1
91237,2017-08-25,100,74,12.3,0.7
91237,2017-08-26,89,69,13.8,8.2
91237,2017-08-27,89,40,11.4,1.6
91237,2017-08-28,96,46,12.1,-1.7
91237,2017-08-29,98,60,12.4,-0.8
91237,2017-08-30,92,33,13.2,3.1
91237,2017-08-31,97,42,13.7,-1.1
91237,2017-09-01,90,50,13,3.1
91237,2017-09-02,95,55,14.7,5
91237,2017-09-03,94,61,14.9,8.6
91237,2017-09-04,93,56,9.5,3.6
91237,2017-09-05,91,42,10.3,1.6
91237,2017-09-06,88,40,13.4,2.7
91237,2017-09-07,92,43,15.2,5.1
91237,2017-09-08,87,36,12.3,1.1
91237,2017-09-09,91,31,15.4,-0.6
91237,2017-09-10,96,47,15.5,1.5
91237,2017-09-11,97,78,13.7,5.7
91237,2017-09-12,98,69,12.5,5.2
91237,2017-09-13,99,48,14.2,4.4
91237,2017-09-14,95,33,15.5,2.8
91237,2017-09-15,90,30,14.6,5.2
91237,2017-09-16,95,38,12.5,1.9
91237,2017-09-17,93,49,12.9,0.1
91237,2017-09-18,95,37,17.2,6.4
91237,2017-09-19,94,33,14.5,3.4
91237,2017-09-20,95,66,12.8,1.1
91237,2017-09-21,96,51,17,8
91237,2017-09-22,96,56,15.8,3.8
91237,2017-09-23,95,72,16.9,8
91237,2017-09-24,96,77,13.1,9.9
91237,2017-09-25,96,33,15.5,5.1
91237,2017-09-26,94,45,14.6,1.3
91237,2017-09-27,97,63,12.4,4
91237,2017-09-28,97,42,16.8,8.7
91237,2017-09-29,89,55,14.8,5.5
91237,2017-09-30,88,34,13.5,5.4
91237,2017-10-01,91,48,18.2,8.1
91237,2017-10-02,97,50,18.1,4.9
91237,2017-10-03,92,61,15.9,8.3
91237,2017-10-04,97,43,19.5,4.5
91237,2017-10-05,93,80,16.1,9
91237,2017-10-06,86,37,18.9,9.2
91237,2017-10-07,95,52,18.7,4.7
91237,2017-10-08,91,53,19.6,8.4
91237,2017-10-09,96,40,17.3,7.9
91237,2017-10-10,88,53,17.5,7.1
91237,2017-10-11,98,57,19.7,4.9
91237,2017-10-12,96,46,14.9,9.7
91237,2017-10-13,78,35,17.2,7.8
91237,2017-10-14,92,46,17.5,2.3
91237,2017-10-15,98,46,22.4,7
91237,2017-10-16,95,43,22.5,10.7
91237,2017-10-17,96,34,26.5,9.4
91237,2017-10-18,96,26,28.1,7.5
91237,2017-10-19,96,68,16.9,10.8
91237,2017-10-20,86,33,20.3,7.9
91237,2017-10-21,91,38,20.3,4.3
91237,2017-10-22,91,42,21.5,9.2
91237,2017-10-23,90,31,24,9.4
91237,2017-10-24,90,55,20.4,10.8
91237,2017-10-25,94,42,20.7,8.3
91237,2017-10-26,90,46,20.2,12
91237,2017-10-27,95,35,20.8,7
91237,2017-10-28,94,49,20.4,12.7
91237,2017-10-29,96,47,20.7,9.9
91237,2017-10-30,89,45,16,8.1
91237,2017-10-31,95,31,20.1,3.4
91237,2017-11-01,93,41,21.7,5.7
91237,2017-11-02,94,39,16.4,8.5
91237,2017-11-03,95,37,15.2,6.8
91237,2017-11-04,91,31,17.8,1.6
91237,2017-11-05,87,33,17,1.7
91237,2017-11-06,93,28,20,4.2
91237,2017-11-07,70,28,19.6,5.8
91237,2017-11-08,92,35,20.7,4.5
91237,2017-11-09,93,32,22.1,8
91237,2017-11-10,78,44,21.4,13.8
91237,2017-11-11,89,38,24.1,11.4
91237,2017-11-12,93,47,23.5,8.6
91237,2017-11-13,94,37,24.2,8.7
91237,2017-11-14,95,37,25.1,8.6
91237,2017-11-15,93,31,28.6,10.2
91237,2017-11-16,76,49,22.7,14.8
91237,2017-11-17,88,34,27,12.3
91237,2017-11-18,75,49,24.1,17.1
91237,2017-11-19,91,38,26.9,11
91237,2017-11-20,93,35,26.8,10.7
91237,2017-11-21,94,26,27.5,10.5
91237,2017-11-22,95,40,27.2,11.3
91237,2017-11-23,91,37,27.5,12.3
91237,2017-11-24,95,43,27.5,13.9
91237,2017-11-25,95,47,27.2,16.3
91237,2017-11-26,95,78,21.3,16.7
91237,2017-11-27,96,19,28.9,16.6
91237,2017-11-28,84,32,26.8,14.1
91237,2017-11-29,86,46,25.9,15.2
91237,2017-11-30,94,31,29.6,13.4
91237,2017-12-01,95,67,22.9,15.1
91237,2017-12-02,91,67,16.9,10.8
91237,2017-12-03,93,78,12.8,7.5
91237,2017-12-04,94,43,18.9,9
91237,2017-12-05,90,33,21.5,7.8
91237,2017-12-06,82,54,19.9,11.1
91237,2017-12-07,88,37,21.3,11.2
91237,2017-12-08,85,29,19.9,10.8
91237,2017-12-09,84,38,23.1,13.6
91237,2017-12-10,85,56,23.3,11.8
91237,2017-12-11,94,36,24.3,10.4
91237,2017-12-12,94,49,24.9,12
91237,2017-12-13,93,43,26.2,14.1
91237,2017-12-14,85,27,25.9,15.5
91237,2017-12-15,89,46,20.2,10.3
91237,2017-12-16,88,55,22.3,13.6
91237,2017-12-17,93,37,24.2,10
91237,2017-12-18,90,49,26.4,15.1
91237,2017-12-19,95,53,27.7,15.8
91237,2017-12-20,80,31,21.9,12.8
91237,2017-12-21,81,55,21.1,9.6
91237,2017-12-22,90,53,21.2,13.6
91237,2017-12-23,88,59,21.4,13.2
91237,2017-12-24,81,26,21.4,11.7
91237,2017-12-25,84,29,24.1,6.8
91237,2017-12-26,84,33,24.9,12.9
91237,2017-12-27,88,38,28.3,12.9
91237,2017-12-28,93,46,27.8,17.7
91237,2017-12-29,87,35,22.1,16.2
91237,2017-12-30,83,25,20.8,12.5
91237,2017-12-31,87,59,21,11.6
91237,2018-01-01,84,32,23.7,13.8
91237,2018-01-02,84,38,21.2,10.9
91237,2018-01-03,83,31,22.7,9.6
91237,2018-01-04,86,44,24,12.5
91237,2018-01-05,91,33,27,12.3
91237,2018-01-06,94,39,29.5,14.7
91237,2018-01-07,82,34,26.4,14.7
91237,2018-01-08,91,45,24,13.4
91237,2018-01-09,93,49,19.6,10.5
91237,2018-01-10,95,42,23.9,11.9
91237,2018-01-11,92,33,28.1,11.9
91237,2018-01-12,92,59,25.5,16.1
91237,2018-01-13,94,37,20.6,12.1
91237,2018-01-14,89,28,21.1,6.8
91237,2018-01-15,88,21,27.5,11.4
91237,2018-01-16,79,23,26.7,12.2
91237,2018-01-17,83,53,24.3,15.6
91237,2018-01-18,94,23,29,11
91237,2018-01-19,94,27,33.5,14
91237,2018-01-20,89,44,27.8,15.9
91237,2018-01-21,91,52,27.3,16.9
91237,2018-01-22,91,42,28.2,17.1
91237,2018-01-23,92,41,25.1,13.7
91237,2018-01-24,94,35,26.6,13.7
91237,2018-01-25,90,39,28.5,13.5
91237,2018-01-26,93,34,30.1,15.3
91237,2018-01-27,84,46,32.4,17.4
91237,2018-01-28,88,40,33.7,20.7
91237,2018-01-29,94,54,30.1,21.1
91237,2018-01-30,94,37,21.3,13.2
91237,2018-01-31,79,25,19.8,8.5
91237,2018-02-01,84,28,24.1,7
91237,2018-02-02,84,36,24.7,12.8
91237,2018-02-03,85,36,25.4,15.7
91237,2018-02-04,87,29,25.7,17
91237,2018-02-05,89,31,26.6,15.5
91237,2018-02-06,90,46,26.1,16.5
91237,2018-02-07,90,39,28.6,13.5
91237,2018-02-08,86,36,28.5,17.1
91237,2018-02-09,81,42,27.8,18.7
91237,2018-02-10,94,59,24.6,17.1
91237,2018-02-11,93,28,23.4,12.6
91237,2018-02-12,80,36,23.7,10.8
91237,2018-02-13,93,43,22.1,10.6
91237,2018-02-14,88,40,20.3,11.5
91237,2018-02-15,77,43,21.3,11.3
91237,2018-02-16,73,36,20.8,10.6
91237,2018-02-17,83,54,20.3,12.3
91237,2018-02-18,91,61,21.3,15.3
91237,2018-02-19,77,31,21.6,13
91237,2018-02-20,77,31,23.5,9
91237,2018-02-21,81,42,23.1,12.1
91237,2018-02-22,91,33,26.8,8.9
91237,2018-02-23,97,72,19.6,14.3
91237,2018-02-24,98,34,26.6,13.8
91237,2018-02-25,77,31,21.2,9.1
91237,2018-02-26,90,34,22.4,8.3
91237,2018-02-27,94,47,23.8,8.6
91237,2018-02-28,93,46,25.5,13.3
91237,2018-03-01,95,38,24.8,10.4
91237,2018-03-02,92,52,22,13.3
91237,2018-03-03,94,53,23.6,14.6
91237,2018-03-04,91,27,23.1,9.5
91237,2018-03-05,87,29,23.1,7.8
91237,2018-03-06,91,35,25.2,8.8
91237,2018-03-07,92,35,24.8,9.2
91237,2018-03-08,93,42,25.5,10.4
91237,2018-03-09,93,38,25.9,10.8
91237,2018-03-10,90,37,26.1,13.9
91237,2018-03-11,97,18,29.7,14.3
91237,2018-03-12,80,36,23.3,10.3
91237,2018-03-13,92,33,26.1,8.2
91237,2018-03-14,86,54,22.4,13.8
91237,2018-03-15,94,54,20.9,12.3
91237,2018-03-16,79,54,20.4,12.4
91237,2018-03-17,94,42,25.2,17.6
91237,2018-03-18,95,49,22.6,14
91237,2018-03-19,87,42,20.7,12.2
91237,2018-03-20,77,30,18.1,8.9
91237,2018-03-21,83,35,18,6.8
91237,2018-03-22,82,57,18.3,11.6
91237,2018-03-23,83,57,21.3,14.1
91237,2018-03-24,95,87,18.3,12.3
91237,2018-03-25,97,63,18.5,11.4
91237,2018-03-26,90,39,19.7,9.8
91237,2018-03-27,96,51,17.3,5.3
91237,2018-03-28,94,52,21.8,13.4
91237,2018-03-29,95,56,19.6,12.2
91237,2018-03-30,94,31,20.4,10.1
91237,2018-03-31,94,48,18.1,5.2
91237,2018-04-01,87,71,17.7,12.2
91237,2018-04-02,88,35,20.9,11.4
91237,2018-04-03,95,55,21.2,9.5
91237,2018-04-04,97,55,22,7.4
91237,2018-04-05,97,54,20.6,12.3
91237,2018-04-06,96,35,20,10.4
91237,2018-04-07,91,42,19.1,8
91237,2018-04-08,91,57,20.5,12.9
91237,2018-04-09,97,44,20.9,9.9
91237,2018-04-10,90,51,20.2,9.1
91237,2018-04-11,96,58,22.1,10.5
91237,2018-04-12,93,66,20.6,12.6
91237,2018-04-13,94,60,16.4,8.9
91237,2018-04-14,92,62,17.2,9
91237,2018-04-15,87,44,14.9,5.7
91237,2018-04-16,86,28,17.2,7.3
91237,2018-04-17,88,35,17.3,6
91237,2018-04-18,95,61,16.2,2.1
91237,2018-04-19,96,57,17,5.8
91237,2018-04-20,94,49,19.8,6.9
91237,2018-04-21,96,60,19.8,6
91237,2018-04-22,97,57,21.2,8.6
91237,2018-04-23,98,66,18.1,7.6
91237,2018-04-24,98,67,20.4,7.9
91237,2018-04-25,97,65,17.1,9
91237,2018-04-26,94,35,17.6,6.8
91237,2018-04-27,95,39,19.4,4
91237,2018-04-28,96,60,17.3,4.1
91237,2018-04-29,97,31,19.3,5.6
91237,2018-04-30,97,44,19.4,5
91237,2018-05-01,95,48,19.4,3.3
91237,2018-05-02,97,60,19.6,6.1
91237,2018-05-03,97,34,22.7,5.6
91237,2018-05-04,96,53,15.7,9.8
91237,2018-05-05,92,63,17.3,8.3
91237,2018-05-06,90,52,17.6,9.3
91237,2018-05-07,97,63,17.5,10.3
91237,2018-05-08,93,46,14.8,3.3
91237,2018-05-09,91,72,14.9,10.4
91237,2018-05-10,95,68,11.7,8
91237,2018-05-11,97,66,14.8,7.5
91237,2018-05-12,80,60,16.4,9.1
91237,2018-05-13,94,62,15.7,5.5
91237,2018-05-14,98,66,15.4,3.1
91237,2018-05-15,98,38,15,4.3
91237,2018-05-16,97,59,10.6,-0.5
91237,2018-05-17,97,75,15.3,7.1
91237,2018-05-18,99,63,16.7,5.5
91237,2018-05-19,99,68,15,0.9
91237,2018-05-20,86,52,17.3,10.6
91237,2018-05-21,94,63,14,5.2
91237,2018-05-22,91,30,17.8,4
91237,2018-05-23,93,44,18.2,3
91237,2018-05-24,98,37,16,-0.4
91237,2018-05-25,96,66,14.5,0.8
91237,2018-05-26,97,66,13.1,5.2
91237,2018-05-27,94,59,16.9,4.9
91237,2018-05-28,96,60,18.6,6.8
91237,2018-05-29,93,61,15.1,7.9
91237,2018-05-30,97,63,11.7,1.6
91237,2018-05-31,98,48,12.3,1
91237,2018-06-01,98,55,13.7,-0.9
91237,2018-06-02,98,66,14.8,2.1
91237,2018-06-03,99,67,14,1.2
91237,2018-06-04,98,65,13.6,2.6
91237,2018-06-05,99,54,13.8,-0.2
91237,2018-06-06,98,68,12.2,-0.8
91237,2018-06-07,97,63,16.4,6.4
91237,2018-06-08,94,75,14.8,9.5
91237,2018-06-09,98,50,15.6,2.9
91237,2018-06-10,98,61,14.5,0.6
91237,2018-06-11,98,57,15.7,2.6
91237,2018-06-12,97,73,13.3,3.8
91237,2018-06-13,98,62,13.3,7
91237,2018-06-14,97,76,12.6,6.5
91237,2018-06-15,95,65,12.1,6.3
91237,2018-06-16,94,66,11.7,5.1
91237,2018-06-17,97,62,13,4.1
91237,2018-06-18,92,61,12.2,2.2
91237,2018-06-19,98,57,13.3,0.6
91237,2018-06-20,98,67,14.6,2.5
91237,2018-06-21,99,57,14.1,2.6
91237,2018-06-22,100,84,12.7,0.1
91237,2018-06-23,96,44,14,3.7
91237,2018-06-24,98,46,14.8,1.4
91237,2018-06-25,99,47,14.5,0
91237,2018-06-26,100,65,12.9,0
91237,2018-06-27,98,67,13.3,5.5
91237,2018-06-28,100,89,7.7,0.1
91237,2018-06-29,99,80,12.8,6.3
91237,2018-06-30,100,78,12.2,2
91237,2018-07-01,99,59,13.8,0.7
91237,2018-07-02,100,73,13.5,1.3
91237,2018-07-03,93,69,12.9,7.4
91237,2018-07-04,100,66,15.1,8.3
91237,2018-07-05,100,79,14.9,10.5
91237,2018-07-06,100,66,12.6,9.3
91237,2018-07-07,100,42,13.3,6.6
91237,2018-07-08,94,37,13.2,2.5
91237,2018-07-09,100,49,13.8,-0.4
91237,2018-07-10,100,66,11.6,-1.4
91237,2018-07-11,100,66,13.3,0.5
91237,2018-07-12,100,80,9.6,-0.3
91237,2018-07-13,100,59,12.8,-1.9
91237,2018-07-14,100,66,12.1,-1.6
91237,2018-07-15,100,100,8.3,1.9
91237,2018-07-16,100,89,11.6,4.4
91237,2018-07-17,100,56,14.9,7.8
91237,2018-07-18,100,77,13.4,2.6
91237,2018-07-19,100,74,13.1,6.4
91237,2018-07-20,100,43,11.8,3.6
91237,2018-07-21,100,46,13.1,-1.1
91237,2018-07-22,100,91,11.1,1.4
91237,2018-07-23,100,60,13.2,4.7
91237,2018-07-24,100,84,12.4,7.3
91237,2018-07-25,100,52,13.2,4
91237,2018-07-26,100,71,13.4,3.1
91237,2018-07-27,100,93,12.4,4.2
91237,2018-07-28,100,78,12.2,0.3
91237,2018-07-29,100,92,11.3,3.7
91237,2018-07-30,100,53,12.6,4.6
91237,2018-07-31,100,64,12.5,7.6
91237,2018-08-01,100,46,14,2.8
91237,2018-08-02,100,81,12.3,0.6
91237,2018-08-03,100,100,6.7,1
91237,2018-09-20,88,54,15,6.5
91237,2018-09-21,100,62,16.9,5.1
91237,2018-09-22,95,66,15.9,5.9
91237,2018-09-23,97,37,14.2,2
91237,2018-09-24,92,40,13.5,-0.1
91237,2018-09-25,92,34,16.2,1.3
91237,2018-09-26,93,44,14.9,5
91237,2018-09-27,92,52,17.5,3.1
91237,2018-09-28,91,32,15.2,5
91237,2018-09-29,93,41,15.4,0.1
91237,2018-09-30,96,52,17.7,2.5
91237,2018-10-01,93,57,16.6,6
91237,2018-10-02,94,42,18.7,9.4
91237,2018-10-03,91,34,20.9,9.5
91237,2018-10-04,80,43,18.1,6.9
91237,2018-10-05,93,54,15.9,7.7
91237,2018-10-06,97,46,18.8,3.9
91237,2018-10-07,91,42,19.2,6.5
91237,2018-10-08,93,47,20.8,5.7
91237,2018-10-09,96,53,18.2,7.3
91237,2018-10-10,80,37,15.1,6.8
91237,2018-10-11,94,38,18.3,1.4
91237,2018-10-12,93,54,17.3,4.7
91237,2018-10-13,94,40,21.4,7.7
91237,2018-10-14,75,51,21.7,10.4
91237,2018-10-15,85,50,23.2,13.9
91237,2018-10-16,92,52,24.8,13.2
91237,2018-10-17,97,82,18,12.7
91237,2018-10-18,98,83,17.7,13.6
91237,2018-10-19,93,67,18,13.1
91237,2018-10-20,96,50,18.2,11.6
91237,2018-10-21,94,51,19.5,8.5
91237,2018-10-22,100,55,19,7.4
91237,2018-10-23,89,41,18.4,8.6
91237,2018-10-24,92,33,17.9,2.5
91237,2018-10-25,93,51,16.4,4.2
91237,2018-10-26,91,39,17.8,8.6
91237,2018-10-27,84,31,19.9,6.7
91237,2018-10-28,89,30,17.1,1.1
91237,2018-10-29,84,34,19.1,4.3
91237,2018-10-30,88,53,18.2,9
91237,2018-10-31,95,29,20.4,7.1
91237,2018-11-01,94,53,21.2,5.4
91237,2018-11-02,96,59,18.6,11.2
91237,2018-11-03,74,36,16.9,7.8
91237,2018-11-04,91,66,16.9,8.3
91237,2018-11-05,96,86,15.4,11.2
91237,2018-11-06,96,70,17.2,12.1
91237,2018-11-07,91,39,15.6,6.1
91237,2018-11-08,95,41,17.2,0.8
91237,2018-11-09,92,55,16.6,6
91237,2018-11-10,96,49,18.8,9.3
91237,2018-11-11,94,31,22.1,6
91237,2018-11-12,94,52,21.5,6.7
91237,2018-11-13,95,33,28.3,13.2
91237,2018-11-14,91,50,21.8,12.8
91237,2018-11-15,84,29,21.1,11.1
91237,2018-11-16,91,48,17.7,10.5
91237,2018-11-17,97,32,21.9,8.3
91237,2018-11-18,93,39,22.2,7.5
91237,2018-11-19,90,40,23,10
91237,2018-11-20,92,54,22.7,11.6
91237,2018-11-21,97,50,21.5,12.1
91237,2018-11-22,95,75,13.9,9.9
91237,2018-11-23,78,40,18.8,13.1
91237,2018-11-24,76,41,21.4,12.4
91237,2018-11-25,83,53,17.2,12.4
91237,2018-11-26,84,46,21.8,12.3
91237,2018-11-27,96,58,20.1,13.4
91237,2018-11-28,93,45,22.2,12.6
91237,2018-11-29,96,59,20.4,13.6
91237,2018-11-30,88,54,18.7,12.5
91237,2018-12-01,95,51,20.2,8.5
91237,2018-12-02,95,37,17.6,11.9
91237,2018-12-03,91,37,20.3,10.9
91237,2018-12-04,91,38,22.3,5.9
91237,2018-12-05,91,45,23.1,8.3
91237,2018-12-06,88,40,26,12.5
91237,2018-12-07,91,34,30.7,13.4
91237,2018-12-08,85,49,27.6,18.3
91237,2018-12-09,87,34,26.7,14.7
91237,2018-12-10,87,28,26.1,15.5
91237,2018-12-11,86,50,22.9,12.1
91237,2018-12-12,91,40,24.9,12.1
91237,2018-12-13,78,57,24.3,16.6
91237,2018-12-14,80,47,25.6,16.9
91237,2018-12-15,91,57,25.3,15.9
91237,2018-12-16,96,58,24.2,16.2
91237,2018-12-17,92,45,27.1,16.2
91237,2018-12-18,89,52,21.8,14.8
91237,2018-12-19,90,52,21.4,13.9
91237,2018-12-20,94,50,23.4,14.1
91237,2018-12-21,95,37,22.3,10.6
91237,2018-12-22,93,40,21,10.5
91237,2018-12-23,92,58,21.1,12.1
91237,2018-12-24,87,36,24.3,12.6
91237,2018-12-25,90,31,25.6,14.9
91237,2018-12-26,92,44,24.5,12.2
91237,2018-12-27,95,35,26.7,14
91237,2018-12-28,86,30,30.4,17.5
91237,2018-12-29,93,47,24.1,16.2
91237,2018-12-30,91,15,25.3,12.4
91237,2018-12-31,93,25,25.3,10.8
91237,2019-01-01,88,54,25.4,13.7
91237,2019-01-02,91,32,26.7,10.5
91237,2019-01-03,90,51,27.1,13.2
91237,2019-01-04,87,38,30.5,17.7
91237,2019-01-05,73,27,23.9,12.1
91237,2019-01-06,84,39,24.9,9.9
91237,2019-01-07,87,35,25.9,12.9
91237,2019-01-08,84,46,22.3,15.4
91237,2019-01-09,76,27,22.3,10.7
91237,2019-01-10,81,35,23.1,10.3
91237,2019-01-11,92,43,24.1,11.1
91237,2019-01-12,94,15,29.5,17.5
91237,2019-01-13,84,35,26.4,13.7
91237,2019-01-14,93,35,27,10.8
91237,2019-01-15,94,45,30.3,17.8
91237,2019-01-16,95,42,27.4,18
91237,2019-01-17,91,54,27.2,16.8
91237,2019-01-18,91,43,26.4,17.8
91237,2019-01-19,87,36,25,10.5
91237,2019-01-20,89,28,30.8,12.9
91237,2019-01-21,93,28,31.8,16
91237,2019-01-22,95,32,30.6,16.2
91237,2019-01-23,71,30,24.8,16.4
91237,2019-01-24,74,40,25.5,13.4
91237,2019-01-25,89,44,31.1,16
91237,2019-01-26,84,37,27.3,16
91237,2019-01-27,80,38,23,15.1
91237,2019-01-28,82,52,23.3,14.6
91237,2019-01-29,88,38,27.4,16
91237,2019-01-30,92,24,30.5,14.6
91237,2019-01-31,89,24,23,12.3
91237,2019-02-01,80,33,23.5,5.7
91237,2019-02-02,87,48,24.1,11.8
91237,2019-02-03,92,36,29.6,16.8
91237,2019-02-04,91,39,27.6,17.9
91237,2019-02-05,78,43,24.8,17.3
91237,2019-02-06,89,57,22.2,12.6
91237,2019-02-07,96,62,25.8,18
91237,2019-02-08,88,35,23.2,14.6
91237,2019-02-09,95,43,18.8,11.5
91237,2019-02-10,87,60,21.1,9
91237,2019-02-11,94,75,20.3,17.2
91237,2019-02-12,96,42,18,10
91237,2019-02-13,83,34,18.8,7.3
91237,2019-02-14,85,54,21.5,12.1
91237,2019-02-15,94,30,26.8,10
91237,2019-02-16,92,51,23.6,14.8
91237,2019-02-17,98,42,23.6,13.9
91237,2019-02-18,93,37,22.7,13.9
91237,2019-02-19,82,32,22.4,8.6
91237,2019-02-20,77,36,22.9,11.2
91237,2019-02-21,77,34,23.2,10.4
